ID,shap_LIMIT_BAL,shap_AGE,shap_PAY_0,shap_PAY_2,shap_PAY_3,shap_PAY_4,shap_PAY_5,shap_PAY_6,shap_BILL_AMT1,shap_BILL_AMT2,shap_BILL_AMT3,shap_BILL_AMT4,shap_BILL_AMT5,shap_BILL_AMT6,shap_PAY_AMT1,shap_PAY_AMT2,shap_PAY_AMT3,shap_PAY_AMT4,shap_PAY_AMT5,shap_PAY_AMT6,shap_UTIL_AVG,shap_UTIL_MAX,shap_UTIL_MIN,shap_UTIL_LATEST,shap_UTIL_VOLATILITY,shap_UTIL_TREND,shap_PAYCOV_AVG,shap_PAYCOV_LATEST,shap_PAYCOV_TREND,shap_N_MONTHS_DELINQUENT,shap_MAX_DELINQUENCY,shap_AVG_DELINQUENCY_SEVERITY,shap_RECENT_DELINQUENCY,shap_SEVERE_DELINQUENCY_FLAG,shap_PERSISTENT_DELINQUENCY_FLAG,shap_BILL_AVG,shap_BILL_LATEST,shap_BILL_MAX,shap_BILL_TREND,shap_BILL_VOLATILITY,shap_PAYAMT_AVG,shap_PAYAMT_LATEST,shap_PAYAMT_MAX,shap_PAYAMT_TREND,shap_PAYAMT_VOLATILITY,shap_BALANCE_TO_LIMIT_LATEST,shap_PAYMENT_CAPACITY,shap_UTILIZATION_STRESS_FLAG,shap_SEX_1,shap_SEX_2,shap_EDUCATION_1,shap_EDUCATION_2,shap_EDUCATION_3,shap_EDUCATION_4,shap_MARRIAGE_1,shap_MARRIAGE_2,shap_MARRIAGE_3
28181,-0.053741667,-0.021413634,-0.10307401,0.0029728005,-0.001998119,-0.0073532,0.001919196,0.0287419,-0.065778695,0.02357439,-0.0359525,-0.019651473,0.04799244,-0.0159455,-0.01849139,0.09408075,0.123502955,-0.0017735271,0.0015581185,0.03876553,-0.042833056,-0.003899108,-0.0026283653,-0.047589544,-0.0065535433,0.0006052958,-0.09291181,-0.12774806,0.024563763,-0.15043001,-0.18033233,-0.12166116,-0.022569412,-1.1933477e-05,0.0,0.052123584,-0.018553987,-0.033416856,-0.025470834,-0.08432015,0.03627067,0.0023098555,-0.062378433,-0.046076976,0.011766966,-0.015310826,0.0053402027,-0.0013653842,-0.014835465,-0.004817452,0.00039637962,0.008653054,0.0074044853,0.010280413,-0.014727098,-0.026136054,-5.053689e-07
27920,0.009627557,-0.028468275,-0.19874965,0.0077657662,0.030847978,0.008416337,0.0064894916,-0.009474388,0.10694278,0.000599474,-0.013324134,-0.004090075,0.02132887,-0.01975874,0.027120009,0.07586443,-0.03571078,0.045901004,0.02995197,0.04745415,-0.03378298,0.03723086,0.027328758,-0.030860836,-0.034717,-0.0068480712,0.02118407,0.1141886,0.001852944,0.24931043,0.350925,0.4211586,-0.07780677,8.877918e-05,0.0,0.005096131,0.015184413,-0.008819253,-0.036413677,0.07714111,0.05648653,-0.0023492891,0.016500063,0.024337163,-0.016854063,-0.010398485,0.0030275339,-0.0011585169,-0.01567934,-0.0073748734,-0.0028535393,-0.0042057545,0.0050115143,0.009420877,-0.007813948,-0.020769726,1.3570953e-05
8903,-0.15899003,0.077113345,-0.12928006,0.0008195337,0.011159733,-0.0007608556,0.0069330796,0.012289451,0.095804885,0.001976113,-0.010768659,-0.0012979121,0.0039474056,0.009922878,0.059113227,-0.045637947,-0.18506056,-0.035112638,-0.11286381,-0.050073534,-0.05077362,-0.027086569,0.020333223,-0.05080195,-0.13785164,-0.017661896,-0.014773026,0.011337701,-0.049624752,-0.1710434,-0.20510459,-0.12640029,-0.025924778,-1.0573772e-05,0.0,0.083334886,0.01188846,-0.03735362,0.15651363,-0.07156163,-0.070250586,0.0072147823,-0.042601965,-0.05994442,0.06907144,-0.018061118,-0.0001916681,-0.0013653842,0.029315285,0.01822698,-0.001856966,-0.010930376,0.012669209,0.010756097,0.014964017,0.045977622,1.3570953e-05
25241,-0.009331074,-0.038921423,-0.21039252,0.0018164921,0.008023547,0.0032157658,0.0021675823,-0.003698273,-0.1073873,-0.029990593,0.047075994,0.0063809934,-0.02367121,-0.013450564,0.0037261983,-0.0021038027,-0.08581569,-0.035517726,-0.010679559,-0.09396297,-0.008904302,-0.021910064,0.008932654,0.004431973,0.05400263,0.042673495,-0.020136517,-0.041253872,0.032933842,-0.16552298,-0.21592213,-0.12416795,-0.027127543,-1.0573772e-05,0.0,-0.0450109,-0.022974124,-0.022512125,-0.0330085,-0.023883568,-0.08565943,0.004323605,0.042562563,-0.07571794,0.11705643,0.023508612,0.0075758104,-0.0013653842,-0.01677682,0.009889001,-0.0025534877,-0.012626635,0.0025263678,0.007355034,-0.020786216,-0.038304266,2.1457317e-06
12105,0.065414,-0.007384622,-0.34341908,-0.0012248005,0.014154831,0.0037563485,0.0010654812,-0.0026995342,-0.04000985,0.0060119587,-0.024088774,-0.0041999323,-0.05845802,-0.0052102935,0.045613613,0.1036406,-0.017034143,-0.040044803,0.04352008,0.044411205,-0.07043318,-0.014401928,0.016854212,-0.036992703,-0.009603104,-0.030302642,0.019025946,-0.03789702,-0.0043333303,0.23368496,0.3591542,-0.038364485,-0.07488924,-1.2898648e-05,0.0,0.01351808,-0.0077674934,-0.010030341,-0.04424589,0.072487,0.022698682,0.008540602,-0.0038254443,-0.044951867,-0.020420257,-0.01775423,-0.0024005978,-0.005836264,-0.01505053,-0.009123893,0.00015437773,-0.0042381887,-0.038873434,0.010800762,-0.013480206,-0.034360975,-5.053689e-07
11080,0.02544782,0.03624116,-0.41991025,0.0012981796,0.008508306,0.0017246809,0.0023539702,-0.0032478278,-0.07502907,-0.010596493,0.024911236,0.026085777,-0.059450716,-0.045223784,-0.03353922,-0.1088693,0.0154956635,0.023191372,0.041535728,-0.08987659,0.01773378,0.0030619875,0.01489818,-0.0014889506,0.05221552,0.051380277,-0.013871187,-0.044440843,-0.037231166,0.20293257,0.29012138,-0.0018895576,-0.10817762,-1.0573772e-05,0.0,-0.041349612,-0.028246973,-0.02690941,-0.06282604,-0.037149653,-0.20491695,0.009279087,-0.0041356315,-0.07767874,0.08637802,0.026010381,-0.0032094168,-0.005922408,-0.030714942,-0.0114802765,0.00021889256,0.007145505,0.0046613147,0.006262885,0.02299062,0.06915385,7.841122e-06
13996,-0.1422561,0.001066694,-0.078607105,-0.00011524036,-0.007333068,-0.008829122,-0.05174004,0.005348715,0.17115003,-0.008746056,-0.07536039,-0.0666975,0.100379735,-0.026563555,0.04365416,0.10159197,0.1803466,0.049992792,-0.0030372324,-0.045692373,-0.07773578,0.008602597,-0.1216433,-0.062522024,-0.07788672,-0.010983845,-0.05642446,-0.03657074,-0.0006298678,-0.13829201,-0.1598796,-0.075870246,-0.017317975,-1.1933477e-05,0.0,-0.011301,0.028937927,-0.011852023,-0.007414053,0.09583211,0.04434294,-0.0019801403,0.053890888,0.025878552,-0.02342197,-0.012737518,0.005506836,-0.001376457,0.0005847838,0.0071115578,0.00044571506,-0.01785633,-0.017067615,0.009576244,-0.011792183,-0.036691915,1.3570953e-05
28141,-0.079827346,0.025614787,-0.13716133,-0.023970285,-0.056939054,-0.0066719223,-0.033465732,0.00937519,-0.07632872,0.011392628,-0.03481738,-0.031891163,0.06646176,-0.022289459,0.062751524,0.08429672,0.11002287,0.06965749,0.050096598,-0.009718541,-0.022607986,0.010381781,0.0087222345,-0.07633108,0.008104784,-0.0048820553,-0.07496301,-0.05796306,-0.005457022,-0.15375951,-0.20911762,-0.11308327,-0.019326663,-1.1933477e-05,0.0,0.028089855,-0.02028083,-0.035614252,-0.03380124,-0.08225408,-0.009702273,-0.0014750485,-0.043285206,0.00972694,0.06197431,-0.015408985,0.016923804,-0.0013653842,-0.012467432,-0.008146225,-0.0026075186,-0.009530347,0.0049295668,0.009685567,-0.01562421,-0.033639234,1.3570953e-05
12956,-0.07929372,-0.29810554,0.73112756,0.0066892724,0.011332486,0.0064371396,0.017111966,0.011079556,0.12187794,0.019988962,0.017131357,-0.01203574,0.0714334,-0.022820288,0.0078116925,0.059372894,0.07989933,0.0452951,0.039559886,0.069442764,-0.031337164,0.048300758,0.007992683,0.038164355,0.05575824,0.024599982,0.09684739,0.07898921,0.012845451,0.25051287,0.38006672,0.36057127,0.044600904,-1.1933477e-05,0.0,0.012998048,0.022808008,0.006712305,-0.015489076,0.226757,0.010966111,-0.0028384873,-0.013265076,0.03322671,-0.023732955,-0.0052503673,0.0039223954,-0.0011585169,-0.011755076,-0.004314057,0.006146486,-0.002650655,0.00578923,0.012456893,-0.069544286,-0.023122288,0.00033230815
22713,-0.08710563,-0.01590671,-0.18376747,0.0033591595,0.001062916,0.0011079517,0.0025901722,0.0062065204,0.02954652,-0.055685356,0.04365388,0.018617237,-0.016669758,0.03742809,-0.06904172,-0.2240159,-0.08671074,-0.011743038,0.037012085,-0.03735765,0.07811192,0.17023891,-0.00079330616,0.32454893,0.019407589,0.03237998,-0.009444478,0.13227774,0.019170206,-0.10340565,-0.16578542,-0.097142324,-0.029537404,-1.0573772e-05,0.0,0.037355825,0.03527539,0.0016990067,-0.012170821,-0.030327316,0.046038013,-9.346951e-05,0.04429462,-0.13292912,0.27335104,0.04660139,-0.002705798,-0.0013653842,-0.01673149,-0.027499136,0.0020634853,0.045011833,0.0072401166,0.0065350225,0.0118568195,0.049410366,7.841122e-06
6273,0.043138474,-0.027002411,-0.19561735,-0.00016311603,0.0026290715,0.003508014,0.0015907582,-0.0018103821,-0.093192965,-0.021270921,0.012768241,-0.02120005,-0.0580679,0.060535513,0.015283171,-0.0051595457,-0.0124697,-0.030613573,-0.009605811,-0.03119629,0.012289331,0.17804006,0.013193728,0.16289146,0.037402414,0.033559993,0.07650783,0.09648514,0.034633547,-0.14059818,-0.17685977,-0.11076125,-0.028330276,-1.0573772e-05,0.0,-0.03633322,-0.021182345,-0.035004355,-0.03206035,-0.014113377,0.013010919,0.008025085,-0.019073237,-0.033463158,-0.047965534,0.034432463,0.008739714,-0.001376457,0.02076327,0.009218173,0.0018309093,0.011688322,0.0020676875,0.008334262,-0.0134203015,-0.032596134,-4.2372103e-06
25852,0.0061329673,-0.0012939387,0.80421644,-0.000993636,0.0128371725,0.003260408,0.00045276064,-0.0017293999,-0.023318138,-0.021361876,0.042496566,0.0045565004,-0.055505235,0.015871141,0.054214545,-0.045194887,0.010244934,-0.02135263,-0.23477323,-0.03025191,0.030104266,0.038766354,0.0057796,0.0665648,0.05167604,-0.035929378,-0.046151884,0.08063375,-0.050379764,0.25250334,0.4491442,0.1981086,0.04855104,-1.0573772e-05,0.0,-0.0120889945,-0.009119717,-0.013258987,-0.07881832,-0.010813206,0.022235174,-0.0020128507,0.01747206,-0.12176926,0.108065926,0.013869386,-0.016400654,0.011210007,-0.026763624,-0.01401286,-0.002520952,-0.008441776,-0.049898118,0.011728978,0.025866887,0.037588213,9.109431e-05
8025,-0.262635,-0.04801849,-0.18533687,0.0046874243,-0.017245924,0.001918871,0.00048775435,0.009624142,0.096539415,-0.012954426,0.031587373,-0.019988213,0.084925845,-0.017702278,0.046252385,-0.017507346,-0.07597493,0.059108656,0.034259472,0.04613029,-0.027882049,-0.010290602,-0.006315562,-0.04210978,-0.0567219,-0.025531761,0.0035023545,0.039062925,-0.13120028,0.18279201,0.2980786,-0.06985332,-0.041743293,-7.922725e-06,0.0,0.009877374,0.029497724,0.011808632,-0.038721852,0.11016299,0.008358451,-0.002285954,0.0031266904,-0.003291564,0.00021467026,-0.019696565,0.0059933383,-0.0037705677,0.0029810932,0.007974408,-0.00088319037,-0.006822311,0.0109493835,0.010639882,-0.0060810447,-0.05804572,-5.053689e-07
23170,-0.009071239,0.036632534,0.810493,-0.009769251,0.019572848,0.0075274054,-0.003392477,0.0024174952,-0.011630444,-0.0035127318,0.071054794,0.05238292,0.22834408,0.021487378,-0.03152042,-0.11143803,-0.15741844,0.15409315,0.023291854,-0.23506573,0.050129283,0.061189726,-0.063746296,0.008013449,0.11943838,0.023468968,0.13801512,0.017385451,-0.002609561,0.34078854,0.53338385,0.3582951,0.061066695,-1.0573772e-05,0.0,0.0054934695,0.01940695,0.026968887,0.059009045,-0.0027507963,-0.104657784,0.0107978005,-0.09716756,-0.22664307,0.010405529,0.004649914,-0.057307724,0.004113603,-0.011366399,-0.016796459,-0.00039473156,0.014359679,0.010279365,0.008107281,0.042919327,0.034398,0.00033800353
29093,-0.13795903,0.09518001,-0.20125626,0.0007237467,0.0015341241,0.0030363775,0.0028361105,-0.002759799,-0.033879872,-0.017618822,0.048005994,-0.02583588,-0.014585605,0.13892066,-0.13221635,-0.13574404,-0.04341535,-0.037218634,-0.040427487,0.0034816896,0.00015109395,0.090442345,0.13011478,0.050256103,-0.00573403,0.029729404,0.09464321,0.10982066,0.015985344,-0.12560378,-0.1990935,-0.13156298,-0.03093193,-1.0573772e-05,0.0,0.0016647466,0.0024576068,-0.037736233,0.09146259,0.019001296,-0.06477911,0.0010261713,-0.016763078,-0.0397925,0.014171203,0.04080579,0.0063672834,-0.0016210396,-0.04127753,-0.017779488,0.0015424879,0.010468181,0.0048626214,0.009876224,0.027184613,0.0052346876,5.1900215e-06
28686,-0.031260256,-0.028544184,-0.19800423,0.0003492143,0.0016256941,0.004542911,0.0024871288,0.0027640376,-0.1020586,-0.028719787,0.016907912,0.013633242,-0.06699016,0.017965637,0.013322447,-0.03115892,0.02538322,-0.052366607,-0.023429547,-0.06004553,0.014775801,0.11229646,0.094963536,0.2084361,-0.034491953,-0.05158328,0.060760442,0.06762883,0.010352385,-0.1493846,-0.20950091,-0.11950293,-0.030523272,-1.0573772e-05,0.0,-0.003988956,-0.0071391496,-0.030357176,-0.0381009,0.036859166,-0.021197475,0.009907935,-0.029487656,0.009492704,0.015358623,0.039168432,-0.013930732,-0.0016210396,-0.025347406,-0.008401228,0.0017997399,0.014915898,0.0138210105,0.010389316,-0.020068927,-0.026801096,1.9266343e-05
7207,-0.25678957,0.0101471,-0.21586688,-0.004933585,0.0065128356,0.013962105,0.0025926956,0.017363153,0.12569945,0.016025305,0.026358288,-0.0072503043,0.057612438,-0.023097627,0.051504027,0.046250187,0.13805032,-0.06327584,-0.0041540246,-0.045989245,-0.038605973,-0.014863925,-0.022029316,-0.0475654,0.005286391,-0.050324295,-0.058168545,-0.016062671,-0.055513915,0.2090033,0.27596974,-0.041524317,-0.067259766,-1.0573772e-05,0.0,0.009460497,0.0130026825,-0.010553533,-0.05042559,0.105324075,-0.020981643,-0.001263209,-0.0032013718,0.020297345,-0.029522479,-0.008781235,-0.016393136,-0.005836264,-0.017996078,-0.007885404,-0.0014703935,-0.0068475846,0.010269398,0.010255115,0.0073469114,0.03677116,1.3570953e-05
6718,0.017218262,-0.07508272,-0.34284076,-0.0047050314,0.010423617,0.004954544,0.0027686304,-0.0019980324,-0.08756622,-0.0057975133,-0.023202691,0.010753693,0.012415485,-0.008772437,0.033775985,-0.17222123,0.105124906,-0.007817083,-0.011835221,-0.020362647,-0.05937973,-0.031855572,0.015003832,-0.04283952,0.0034916995,-0.032980047,-0.06539509,-0.036568787,0.010533264,0.26958305,0.3802873,-0.0020566275,-0.06894189,-1.0573772e-05,0.0,0.005330614,-0.012599049,-0.021949738,-0.025546622,-0.10858119,-0.017761204,-0.0012897423,-0.04396552,0.036602065,0.019227395,-0.013851627,-0.012184865,-0.005922408,0.020104466,0.021854766,-0.0016817385,-0.00923998,0.010380987,0.011126412,-0.021474702,-0.06582968,1.3570953e-05
29016,0.0026730723,0.021318857,0.9737862,0.0035126302,0.012576067,0.0034962576,0.0019505715,-0.0014542186,-0.058432575,-0.0027127676,0.045865547,0.034223165,-0.06261207,0.01613356,0.042079028,7.731305e-05,0.004113189,-0.020491714,-0.004924031,-0.018783327,0.033691235,0.041147176,0.02086209,0.022836057,0.001121861,-0.057110004,0.13286439,0.08879942,0.014160431,0.29787287,0.53401077,0.22911456,0.04440209,-1.0573772e-05,0.0,-0.03822562,-0.008397847,-0.010647687,-0.09122306,-0.02134445,-0.008799045,-0.00082119444,-0.039065633,0.019307468,0.014170338,0.010709895,-0.0031381075,-0.00375652,-0.028626459,-0.0033858933,-0.002520952,0.0017969842,0.0030027202,0.0126055,0.02359668,0.03865461,9.109431e-05
775,0.08282412,-0.008222113,-0.22677372,0.009246317,-0.0001725344,-0.0013876661,0.003115199,0.0014926313,0.010732305,-0.00053246913,0.029220104,-0.0030593493,0.12308598,-0.022292994,0.050896928,-0.232795,-0.02213934,0.09483098,0.020938188,0.043146458,-0.025828427,-0.012087865,0.016689576,-0.03558076,-0.002446485,0.002206905,-0.0276093,0.04393438,-0.1478308,0.21382853,0.32058564,-0.034971982,-0.06883305,-7.922725e-06,0.0,0.06993627,-0.015025618,-0.024847953,-0.007062645,-0.059868004,0.009235173,-0.0007921995,-0.017648187,0.14446977,0.061693408,-0.024554584,0.01916372,-0.0038567113,-0.010301947,-0.0037198956,-0.0037596857,-0.007012401,0.0083116405,0.0111918785,-0.009825821,-0.053913705,-5.053689e-07
1527,-0.021340653,0.0072133536,-0.22265539,1.2777615e-05,0.008785359,0.0034631672,0.0011734039,-0.0042756074,-0.10162492,-0.023453353,0.027047254,-0.012654669,-0.08201036,0.02349849,-0.056554798,-0.00010249606,0.006020599,-0.03307972,-0.00078709796,-0.04793155,0.03750823,0.16254058,0.012395393,0.1485727,-0.0094488645,-0.016260345,-0.03522524,-0.0011880877,-0.004439423,-0.13997895,-0.20309608,-0.13144822,-0.028415766,-1.0573772e-05,0.0,-0.022699594,-0.021100037,-0.026578952,-0.05898861,-0.060366638,-0.029026465,0.0032044062,-0.07433471,-0.04068367,-0.111826055,0.033592016,-0.018336393,-0.0016210396,-0.033492934,-0.012281179,0.0018954241,0.013899676,0.009589479,0.008606523,0.015380543,0.021858906,5.1900215e-06
15811,0.101052,-0.046991285,0.80428517,0.0018770038,0.026752884,0.013674275,-0.0036912602,-0.005458191,0.06915093,0.023618547,0.0019013967,-0.008249056,-0.026960716,-0.0049643787,0.009835539,-0.010509179,0.05267477,-0.026383637,0.008521644,0.04775888,0.015406674,0.016556272,0.025723051,-0.00271306,-0.0097367745,-0.019943973,-0.003755208,-0.0045743124,0.017149406,0.24843547,0.4242199,0.2084074,0.04587831,-1.0573772e-05,0.0,0.01606645,0.007818163,-0.015639162,0.121962026,0.07441563,0.029362481,-0.002202953,-0.0078528635,-0.01215368,-0.0030293413,0.00075114425,-0.05628477,-0.004124465,-0.0142261535,-0.0137589555,-0.014050077,-0.006423018,0.0036162036,0.009394228,-0.018556979,-0.041909892,5.946376e-05
19663,-0.124431275,0.0043185866,-0.17875777,0.0037156716,-0.0132370675,-1.5824015e-05,-0.008019913,0.011227421,-0.17046453,-0.062051237,0.038961478,0.03430906,-0.092421964,-0.00075889134,-0.19820252,-0.40770862,-0.115189105,-0.07069421,-0.040976845,-0.16426998,-0.12163524,-0.038994517,-0.014221658,-0.0995945,-0.0023348462,0.018498298,0.118444026,-0.0789129,0.0022613648,-0.15994996,-0.21348624,-0.10149322,-0.025746798,-1.0573772e-05,0.0,-0.07351466,-0.032218337,-0.031498265,-0.020895792,0.002569241,-0.0923244,-0.0054052896,-0.044399556,0.0027081135,0.048178602,-0.051995408,0.0046659177,-0.0013653842,-0.001427603,0.002139803,-0.0046267575,-0.014590519,0.010115501,0.0067934585,-0.017249718,-0.101366594,-0.00021749495
29364,-0.25533283,-0.06808617,-0.13512185,0.001886113,-0.0041500484,0.0083322935,0.008637252,-0.004359626,0.09294486,0.01123529,-0.0013338942,-0.044626962,0.116476506,-0.079878874,-0.07047197,-0.20015728,-0.12044553,0.13640453,0.026372699,0.09183548,-0.0601576,-0.17447837,-0.24790283,-0.05522866,-0.0025924363,-0.004173628,-0.08452659,-0.028551327,-0.012007731,-0.14035448,-0.18665975,-0.1160267,-0.023478938,-7.922725e-06,0.0,0.052686717,0.016605902,0.031566277,-0.0001789853,-0.029204573,-0.090629674,0.021917922,-0.06331333,0.11947496,0.036894675,-0.018458355,-0.043210737,-0.0013653842,-0.01864773,0.01142589,0.00028692576,0.0128675755,0.00808691,0.010876158,-0.00925027,-0.04108702,-5.053689e-07
6524,-0.0031713047,0.008861811,-0.2233384,-0.0013684845,0.002468572,0.0042957054,0.0014667241,-0.0007668985,-0.099398576,-0.034039065,0.008648671,-0.009012471,-0.13444754,0.017814156,0.0541369,-0.01856325,-0.021659778,-0.029805796,-0.0730639,-0.03296,0.025538076,0.10671491,0.015875973,-0.0981786,0.002109848,0.009359246,-0.04221604,0.08150686,0.01048507,-0.1760163,-0.23474571,-0.1326382,-0.02976529,-1.0573772e-05,0.0,-0.06329528,-0.019104354,-0.034638885,0.10097262,-0.05996733,-0.038822636,-0.004802527,-0.061867796,-0.028328896,-0.02284974,-0.01777053,-0.011305419,-0.0016210396,0.05373499,0.014456988,0.00025224814,0.012994329,0.008004359,0.009942328,0.019803591,0.048739754,1.9266343e-05
18167,0.21432246,0.01479081,-0.19414634,0.0028149367,0.011805942,0.0039126663,-0.0012298682,-0.0026710555,-0.059878346,0.007184897,-0.016365806,0.004090233,-0.040471736,0.0073387707,0.039771635,0.11070647,-0.039806988,-0.042948965,-0.0051302193,0.043819014,0.047612015,0.051794447,0.01803507,0.0061978986,0.029603327,-0.024442302,0.007260994,-0.019843547,0.016902223,-0.14075379,-0.21450503,-0.11091878,-0.025017768,-1.0573772e-05,0.0,-0.00553397,-0.015125042,-0.021415621,-0.05818084,0.10732036,0.02566693,-0.0020727497,-0.023834785,0.007926357,0.018548459,0.006597331,-0.007421791,-0.001376457,0.029422564,0.008001552,0.0022987358,0.013510957,0.0052657668,0.010602436,-0.016394012,-0.03520819,1.3570953e-05
27233,-0.1534243,0.024981897,-0.0754116,-0.00013088151,-0.07141787,-0.019024411,0.016577248,0.008790207,0.14378393,-0.01194257,-0.062351633,-0.021534724,0.067076884,-0.036507253,0.059781916,0.06726295,0.15050788,-0.020501558,0.04828316,-0.010595321,-0.11420427,-0.008812632,0.008170076,-0.039404497,-0.08808825,-0.06523835,-0.08068487,-0.030180782,-0.010470098,-0.14201677,-0.15978883,-0.10524483,-0.018377155,-1.2898648e-05,0.0,0.031031156,0.027882874,-0.013479826,-0.05215437,0.076276675,0.04229952,-0.0014268726,0.045077138,0.04211331,-0.03056446,-0.008563578,0.017522415,-0.001376457,0.028422797,0.011230667,-0.003137085,-0.005139271,0.0046297014,0.0106296595,0.0058885845,0.04058604,1.3570953e-05
13776,-0.1737897,0.023663815,-0.2793324,-0.02194254,-0.019701937,-0.00072211144,-0.011268219,0.0076291235,-0.04970563,-0.024704399,0.018872332,0.025304759,0.051825956,-0.027643273,0.07856002,-0.24372362,-0.05117301,-0.07319069,-0.020359498,-0.07562819,-0.067305736,-0.01681134,-0.034232356,-0.077521205,0.03928347,-0.107792035,-0.055880837,0.060450304,-0.061553936,0.20920494,0.3371452,-0.013181443,-0.08656224,-1.0573772e-05,0.0,-0.040056147,-0.027125182,-0.04635544,-0.04156482,-0.0059255953,-0.31100592,0.0035524624,-0.053268235,0.064206764,0.07772957,-0.04042231,0.057060376,-0.0038567113,-0.014722944,0.0029717602,-0.012805465,-0.008097967,-0.038643174,0.009767651,0.01924704,0.06458756,5.1900215e-06
6452,0.08186727,-0.060051996,-0.19979514,0.001962295,0.0123245595,0.0071588047,0.002911332,0.009624518,0.09199202,0.039669674,0.016989741,-0.0114171915,0.002183442,-0.014515738,0.04200991,-0.23949426,0.11213061,0.04951199,-0.016379176,-0.04165088,-0.04813225,-0.018615102,0.023256915,-0.046262324,-0.0012976953,-0.053122625,-0.050099127,-0.015526196,0.005201988,-0.15682308,-0.19620544,-0.113982506,-0.02580928,-7.922725e-06,0.0,0.07601908,0.014888867,-0.00021149646,-0.030176561,-0.059562843,-0.041031405,-0.0015298474,-0.046399347,-0.027264891,0.030482583,-0.009457905,-0.02807122,-0.0013653842,-0.016065326,-0.009238792,-0.011560287,-0.009521236,0.009920727,0.009812804,-0.02220517,-0.05672832,-5.053689e-07
8005,-0.10404445,0.02013591,-0.22865924,0.00031633227,0.010208254,0.004247006,0.0019617826,-0.002983458,-0.12625557,0.0070711575,0.02315599,-0.00015251247,-0.07941352,0.020508757,0.069717765,0.10115102,-0.062648766,-0.030324735,-0.006239334,0.06608146,-0.12492808,-0.028310345,0.0192908,-0.070645586,-0.06319761,0.004250216,-0.066233285,-0.008843492,-0.012786571,-0.17290063,-0.23135073,-0.14190367,-0.0263572,-1.0573772e-05,0.0,-0.04766166,-0.02500042,-0.009859358,0.18601517,0.123423144,0.024190059,0.006474409,-0.028347827,-0.037654277,-0.06644422,-0.02560229,-0.015824832,-0.001376457,0.039686505,0.014491598,0.0005081531,0.008169991,0.004664921,0.007924336,0.011081612,0.037933696,-5.053689e-07
27749,-0.003970194,-0.024104672,1.0370054,0.006088299,0.01903131,0.0034972497,0.001275584,-0.001586483,-0.043756142,-0.016991392,0.03997401,0.0058276076,-0.0693514,0.023065574,-0.07724741,-0.10131134,-0.05633763,-0.03420341,-0.006453609,-0.031390525,0.02060814,0.058556426,0.021356821,0.083591975,-0.00988501,-0.018665902,0.10696694,0.030371543,-0.011158904,0.24316366,0.5023985,0.060091536,0.052057955,-1.0573772e-05,0.0,0.004236361,-0.007329295,-0.0011807303,-0.071943715,-0.01550052,-0.08203234,-0.0010069486,-0.049679734,-0.018247373,-0.07469486,0.018457158,-0.0010441751,0.02653115,-0.013195947,-0.00918491,-0.0038914972,0.011102324,0.009048531,0.013108983,-0.018024677,-0.025128784,6.515915e-05
13721,0.0035609053,-0.03493141,-0.3614213,-0.006529835,0.002123807,0.0039076745,0.0010647863,-0.001833508,-0.05707537,-0.02474698,0.026186062,0.035728205,-0.057744242,0.026562618,-0.04012837,-0.013118467,0.018835558,-0.07875329,0.06784444,-0.02425197,0.014973362,0.118759334,-0.035501547,0.07686992,0.0085221175,-0.013281937,0.14800496,0.11569435,-0.01351065,0.20252778,0.30288282,-0.06414301,-0.09096884,-1.0573772e-05,0.0,0.033893947,-0.01575887,-0.019836104,0.009973629,-0.05395931,-0.038454063,0.008886129,-0.04149894,-0.05009214,0.02157237,0.030460777,0.012005968,-0.005922408,-0.013055396,-0.0056055007,6.4601045e-05,0.011500909,0.009676569,0.00983991,-0.017229037,-0.020900803,5.1900215e-06
18809,-0.06015488,-0.03341393,-0.21079274,0.0030084306,0.009047219,0.0041654687,0.0020308695,-0.0031367773,-0.083871074,0.0067289793,-0.013466783,-0.000760801,-0.012045285,0.008480654,0.018102951,-0.12459621,-0.058810443,-0.016323382,-0.03916644,0.07259227,-0.06873377,-0.043384753,0.0155284405,-0.0794659,-0.047762133,0.021410184,-0.08416898,-0.0061106444,0.0013580252,-0.1841532,-0.24974933,-0.12610291,-0.028059063,-1.0573772e-05,0.0,0.0006851274,-0.024596045,-0.022684766,0.14355583,-0.09426611,-0.025443517,-0.001492663,-0.043493535,0.020531211,0.08778567,-0.022844823,-0.009664576,-0.0013653842,-0.019769033,-0.007958075,-0.0021716,-0.0075648474,0.01299956,0.01088766,-0.019200182,-0.04885907,1.3570953e-05
29249,0.16440411,-0.022504661,-0.31666303,-0.002609065,0.010422279,0.004300305,-0.0020315298,-0.0015178518,-0.0016123051,0.016322188,-0.014965575,0.0056344774,-0.03512618,0.011599239,0.047711078,0.09811229,-0.037760567,-0.01405242,0.033679564,0.03728671,0.038882792,0.06190547,0.006163744,-0.0045811953,0.023069767,0.08423131,0.026461113,-0.016747855,-0.0010645881,0.18757688,0.26195154,-0.07070069,-0.08101147,-1.0573772e-05,0.0,-0.02627744,-0.0034419694,-0.009327071,0.13803,0.14308742,0.030873911,0.0021025587,0.041182186,-0.04885124,-0.041490648,0.010608582,-0.010332782,-0.005836264,0.02153971,0.011284387,0.0019246265,0.007751182,0.0033660447,0.008572942,-0.015882324,-0.04704564,-5.053689e-07
